DEBUG 2021-10-19 10:25:03,537 1939493ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:05:16,353 4352310ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 11:05:20,821 4356777ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:05:20,821 4356778ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:05:25,852 4361809ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:05:25,853 4361809ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:05:26,739 4362695ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:05:26,739 4362695ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:05:30,879 4366836ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:05:30,880 4366836ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:05:35,916 4371872ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:05:35,916 4371872ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:05:40,938 4376894ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:05:40,938 4376894ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:05:45,977 4381933ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:05:45,977 4381933ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:05:51,017 4386973ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:05:51,017 4386973ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:05:56,043 4392000ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:05:56,043 4392000ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:05:57,061 4393018ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:05:57,061 4393018ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:06:01,081 4397037ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:01,081 4397037ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:05,149 4401106ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T14:05:12.0681806Z;LastJobId:504764;NextExecution:2021-10-19T14:06:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T14:06:03.0227595Z;NextExecution:2021-10-19T14:07:00.0000000Z;LastJobId:504765), NextExecution: (19/10/2021 14:07:00)
DEBUG 2021-10-19 11:06:06,109 4402065ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:06,109 4402065ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:07,270 4403226ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 11:06:11,136 4407093ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:11,137 4407093ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:16,167 4412123ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:16,167 4412123ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:21,204 4417160ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:21,204 4417160ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:26,224 4422181ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:26,224 4422181ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:27,246 4423202ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:06:27,246 4423203ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:06:31,265 4427222ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:31,265 4427222ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:36,302 4432258ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:36,302 4432259ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:41,335 4437292ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:41,336 4437292ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:46,375 4442331ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:46,375 4442331ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:51,414 4447371ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:51,415 4447371ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:56,442 4452398ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:06:56,442 4452399ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:06:57,575 4453532ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:06:57,575 4453532ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:07:01,473 4457429ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:01,473 4457429ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:06,510 4462467ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:06,510 4462467ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:11,551 4467508ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:11,551 4467508ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:11,601 4467557ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T14:06:03.0227595Z;LastJobId:504765;NextExecution:2021-10-19T14:07:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T14:07:09.4524182Z;NextExecution:2021-10-19T14:08:00.0000000Z;LastJobId:504766), NextExecution: (19/10/2021 14:08:00)
DEBUG 2021-10-19 11:07:13,747 4469703ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 11:07:16,586 4472542ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:16,586 4472542ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:21,626 4477582ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:21,626 4477582ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:26,657 4482613ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:26,657 4482613ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:27,778 4483734ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:07:27,778 4483734ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:07:31,698 4487654ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:31,698 4487654ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:36,731 4492688ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:36,732 4492688ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:41,766 4497723ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:41,766 4497723ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:46,813 4502770ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:46,813 4502770ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:51,820 4507776ms CountersAggregator     CallSite.Target    - Aggregating records in 'Counter' table...
DEBUG 2021-10-19 11:07:51,866 4507822ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:51,866 4507822ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:51,990 4507947ms CountersAggregator     CallSite.Target    - Records from the 'Counter' table aggregated.
DEBUG 2021-10-19 11:07:56,908 4512864ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:07:56,908 4512864ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:07:58,016 4513973ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:07:58,016 4513973ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:08:01,942 4517899ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:01,942 4517899ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:02,638 4518594ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T14:07:09.4524182Z;LastJobId:504766;NextExecution:2021-10-19T14:08:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T14:08:00.5078532Z;NextExecution:2021-10-19T14:09:00.0000000Z;LastJobId:504767), NextExecution: (19/10/2021 14:09:00)
DEBUG 2021-10-19 11:08:04,775 4520732ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 11:08:06,980 4522936ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:06,980 4522937ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:12,020 4527977ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:12,020 4527977ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:17,060 4533017ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:17,060 4533017ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:22,102 4538059ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:22,103 4538059ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:27,147 4543103ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:27,147 4543104ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:28,402 4544358ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:08:28,402 4544358ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:08:32,185 4548141ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:32,185 4548142ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:37,228 4553184ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:37,228 4553185ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:42,280 4558236ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:42,280 4558236ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:47,329 4563286ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:47,329 4563286ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:52,372 4568329ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:52,372 4568329ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:57,418 4573374ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:08:57,418 4573374ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:08:58,686 4574643ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:08:58,687 4574643ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:09:02,432 4578389ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:02,432 4578389ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:07,480 4583437ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:07,480 4583437ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:09,495 4585451ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T14:08:00.5078532Z;LastJobId:504767;NextExecution:2021-10-19T14:09:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T14:09:07.3689871Z;NextExecution:2021-10-19T14:10:00.0000000Z;LastJobId:504768), NextExecution: (19/10/2021 14:10:00)
DEBUG 2021-10-19 11:09:11,635 4587591ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 11:09:12,530 4588486ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:12,530 4588486ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:17,584 4593540ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:17,584 4593541ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:22,591 4598547ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:22,591 4598547ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:27,628 4603585ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:27,628 4603585ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:28,898 4604854ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:09:28,899 4604855ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:09:32,665 4608622ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:32,665 4608622ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:37,708 4613664ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:37,708 4613664ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:42,768 4618725ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:42,768 4618725ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:47,827 4623784ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:47,827 4623784ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:52,879 4628836ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:52,879 4628836ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:57,934 4633890ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:09:57,934 4633890ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:09:59,321 4635277ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:09:59,321 4635278ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:10:02,977 4638934ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:02,977 4638934ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:08,028 4643985ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:08,029 4643985ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:13,087 4649044ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:13,087 4649044ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:16,205 4652161ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T14:09:07.3689871Z;LastJobId:504768;NextExecution:2021-10-19T14:10:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T14:10:14.0717052Z;NextExecution:2021-10-19T14:11:00.0000000Z;LastJobId:504769), NextExecution: (19/10/2021 14:11:00)
DEBUG 2021-10-19 11:10:18,142 4654098ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:18,142 4654098ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:18,321 4654278ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 11:10:23,159 4659116ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:23,159 4659116ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:28,200 4664157ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:28,201 4664157ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:29,548 4665505ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:10:29,548 4665505ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:10:33,255 4669211ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:33,255 4669212ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:38,304 4674261ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:38,304 4674261ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:43,317 4679273ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:43,317 4679274ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:48,368 4684324ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:48,368 4684325ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:53,422 4689378ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:53,423 4689379ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:58,472 4694428ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:10:58,472 4694429ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:10:59,863 4695820ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 heartbeat successfully sent
DEBUG 2021-10-19 11:10:59,863 4695820ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:18436:e22dba81 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 11:11:03,480 4699437ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:11:03,480 4699437ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:11:07,171 4703128ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T14:10:14.0717052Z;LastJobId:504769;NextExecution:2021-10-19T14:11:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T14:11:05.0414527Z;NextExecution:2021-10-19T14:12:00.0000000Z;LastJobId:504770), NextExecution: (19/10/2021 14:12:00)
DEBUG 2021-10-19 11:11:08,538 4704495ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:11:08,538 4704495ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:11:09,328 4705284ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 11:11:13,589 4709546ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:11:13,589 4709546ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:11:18,643 4714600ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 11:11:18,644 4714600ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 11:11:23,655 4719612ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
